,Modelo,Error,Accuracy,Precision,Recall,F1
0,ArbolDeDecision,0.2234636871508379,0.776536312849162,0.75,0.6891891891891891,0.7183098591549296
1,SVM,0.2122905027932961,0.7877094972067039,0.7647058823529411,0.7027027027027027,0.7323943661971832
2,NaiveBayes,0.1396648044692737,0.8603351955307262,0.8888888888888888,0.7567567567567568,0.8175182481751826
3,RegresionLogistica,0.329608938547486,0.6703910614525139,0.8571428571428571,0.24324324324324326,0.37894736842105264
